klantnr;Omzet_Sligro;jaar;Categorie2;Segment;Hoofdactiviteit;Key_account_cluster_onderdeel
129202;729;2023;Magnum;Eten;Fast food - snacks & frites;Sligro - Plaza
129291;138;2023;Calippo;Slapen;Camping/camperpark;Xandrion
129354;141;2023;Calippo;Reizen;Benzinestation;Gemaq
129362;50;2023;Viennetta;Zorgen;Bejaardentehuis/verpleeghuis;null
129378;72;2023;Cornetto;Drinken;Bar/café;null
129847;3108;2023;Magnum;Reizen;Benzinestation;Gemaq
1298493;57;2023;Calippo;null;null;null
129906;1034;2025;Calippo;Sporten;Zwembad;null
129942;177;2025;Ben & Jerry's;Eten;Restaurant - social dining;null
130158;114;2023;Carte d'Or;Slapen;Hotel/motel;Xandrion
130560;133;2024;Cornetto;Eten;Fast food - snacks & frites;null
130605;257;2025;Heart;Leren;Beroepsonderwijs;null
130613;276;2024;Calippo;Zorgen;Ziekenhuis;null
130722;200;2023;Magnum;Eten;Fast food - snacks & frites;null
130722;169;2025;Calippo;Eten;Fast food - snacks & frites;null
130788;227;2023;Ben & Jerry's;Slapen;Hotel/motel;Van  der Valk
131005;100;2024;Heart;Sporten;Zwembad;Laco
131233;120;2023;Magnum;Eten;Fast food - snacks & frites;null
1313225;1739;2024;Ben & Jerry's;Leisure;Bioscoop;Pathé
131350;480;2023;Magnum;null;null;null
131434;169;2025;Calippo;Reizen;Benzinestation;Gemaq
131628;168;2025;Calippo;Reizen;Benzinestation;De Haan
131778;404;2023;Magnum;Reizen;Benzinestation;Gemaq
131849;4592;2023;Magnum;Reizen;Benzinestation;Esso
131849;1977;2024;Cornetto;Reizen;Benzinestation;Esso
131867;110;2023;Calippo;Reizen;Benzinestation;Splinter
131967;225;2025;Calippo;Reizen;Benzinestation;Gemaq
131986;28;2025;Calippo;Eten;Restaurant - social dining;null
132011;1614;2023;Magnum;Reizen;Benzinestation;Gemaq
132032;56;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;Sligro - Plaza
132458;28;2023;Calippo;Eten;Fast food - snacks & frites;null
132462;26;2025;Heart;Reizen;Benzinestation;null
132467;28;2023;Calippo;Slapen;Hotel/motel;Campanile
132522;55;2023;Calippo;Eten;Fast food - snacks & frites;null
132621;1811;2025;Ben & Jerry's;Leisure;Speeltuin/-hal;null
132674;223;2023;Viennetta;Drinken;Bar/café;Xandrion
132739;243;2023;Magnum;Eten;Fast food - snacks & frites;Snackpoint
132803;2760;2025;Calippo;Slapen;Bungalow-/vakantiepark;Center Parcs
132804;5319;2024;Carte d'Or;Slapen;Bungalow-/vakantiepark;Center Parcs
132804;1491;2024;Ben & Jerry's;Slapen;Bungalow-/vakantiepark;Center Parcs
132804;1960;2024;Calippo;Slapen;Bungalow-/vakantiepark;Center Parcs
132841;104;2023;Heart;Werken;Producent;null
133029;295;2024;Ben & Jerry's;Leisure;Bioscoop;null
133122;112;2025;Calippo;Reizen;Benzinestation;De Haan
133309;2010;2023;Magnum;Reizen;Benzinestation;Gemaq
133478;1159;2023;Magnum;Eten;Restaurant - social dining;null
133559;55;2023;Calippo;null;null;null
133597;280;2023;Magnum;Eten;Fast food - snacks & frites;null
133717;1251;2023;Magnum;Reizen;Benzinestation;Gemaq
133722;28;2023;Calippo;Eten;Fast food - snacks & frites;Snackpoint
134074;20;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
134255;17;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
134272;28;2023;Calippo;Eten;Restaurant - fast casual;VEP
134273;385;2025;Heart;Reizen;Benzinestation;Gemaq
134398;19;2023;Ben & Jerry's;Reizen;Benzinestation;Gemaq
134398;62;2024;Heart RMFK;Reizen;Benzinestation;Gemaq
134546;28;2025;Calippo;Eten;Fast food - snacks & frites;null
134587;179;2023;Cornetto;Eten;Fast food - snacks & frites;null
134587;56;2025;Calippo;Eten;Fast food - snacks & frites;null
134616;139;2025;Calippo;Leisure;Bowlingcentrum;null
1347131;874;2024;Calippo;null;null;null
1347141;980;2023;Cornetto;Sporten;Zwembad;Optisport
135045;639;2023;Magnum;Werken;Producent;null
135045;28;2024;Calippo;Werken;Producent;null
136138;120;2023;Magnum;Eten;Fast food - snacks & frites;null
136245;631;2025;Heart;Reizen;Benzinestation;Gemaq
136329;281;2024;Magnum;Eten;Fast food - snacks & frites;null
136378;400;2023;Magnum;Leren;Hoger onderwijs/universiteit;Horeca Pact Groep
136462;121;2023;Magnum;Zorgen;Bejaardentehuis/verpleeghuis;null
136476;83;2023;Calippo;Slapen;Camping/camperpark;null
136522;55;2023;Calippo;Eten;Fast food - snacks & frites;null
136526;338;2024;Viennetta;Zorgen;Bejaardentehuis/verpleeghuis;null
136557;215;2024;Magnum;Eten;Fast food - snacks & frites;null
137051;325;2024;Magnum;Eten;Fast food - snacks & frites;null
137089;347;2023;Viennetta;Werken;Gevangenis;null
137134;57;2024;Calippo;Eten;Fast food - snacks & frites;null
137161;1153;2024;Ben & Jerry's;Reizen;Benzinestation;Gemaq
137161;340;2025;Calippo;Reizen;Benzinestation;Gemaq
137173;75;2023;Ben & Jerry's;Zorgen;Bejaardentehuis/verpleeghuis;null
137203;347;2024;Heart;Zorgen;Ziekenhuis;null
137542;73;2024;Heart RMFK;Slapen;Camping/camperpark;Xandrion
137637;15702;2025;Heart;Slapen;Bungalow-/vakantiepark;Center Parcs
137695;258;2024;Heart;Reizen;Benzinestation;Gemaq
137715;260;2024;Viennetta;null;null;null
137722;193;2023;Calippo;Slapen;Hotel/motel;Xandrion
137861;168;2025;Calippo;Reizen;Benzinestation;Gemaq
137902;96;2024;Heart;Eten;Fast food - snacks & frites;null
137937;1397;2024;Magnum;Reizen;Benzinestation;null
137937;28;2025;Calippo;Reizen;Benzinestation;null
137951;188;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
137951;599;2023;Magnum;Eten;Fast food - snacks & frites;null
138067;593;2024;Calippo;Slapen;Camping/camperpark;Xandrion
138335;664;2024;Heart;Zorgen;Ziekenhuis;Grootinkoop (HPG)
138645;226;2023;Ben & Jerry's;Leisure;Bioscoop;Vue
138698;84;2025;Calippo;Eten;Fast food - snacks & frites;null
138919;1045;2024;Magnum;Eten;Fast food - snacks & frites;null
139082;97;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;Xandrion
139497;331;2023;Calippo;Slapen;Bungalow-/vakantiepark;Xandrion
139580;564;2024;Heart;Eten;Restaurant - fast casual;null
139603;438;2025;Heart;Drinken;Bar/café;null
140135;2502;2024;Heart;Slapen;Camping/camperpark;Xandrion
140896;20817;2023;Cornetto;Leisure;Dierentuin;Apenheul
140896;14203;2025;Calippo;Leisure;Dierentuin;Apenheul
140933;92;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
140933;84;2023;Calippo;Eten;Fast food - snacks & frites;null
141101;1753;2024;Magnum;Zorgen;Ziekenhuis;Vermaat Groep
141130;734;2024;Cornetto;Reizen;Benzinestation;Gemaq
141153;39;2025;Ben & Jerry's;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
141202;373;2025;Heart;Slapen;Camping/camperpark;null
141298;115;2023;Calippo;Eten;Restaurant - social dining;null
141460;223;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;Sligro - Plaza
141460;157;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;Sligro - Plaza
141579;1059;2025;Ben & Jerry's;Slapen;Camping/camperpark;Procent (lid Horecapact, HPG)
141739;39;2024;Ben & Jerry's;Reizen;Benzinestation;Splinter
141810;92;2023;Heart;Reizen;Benzinestation;Gemaq
141828;1014;2023;Ben & Jerry's;Slapen;Camping/camperpark;Xandrion
141936;55;2024;Calippo;null;null;null
141945;398;2025;Heart;Eten;Restaurant - social dining;null
142131;17;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
142219;474;2024;Calippo;Leisure;Speeltuin/-hal;null
142698;133;2025;Heart;Zorgen;Zorglocatie;Vermaat Groep
142941;1126;2024;Magnum;Reizen;Benzinestation;Gemaq
143123;20;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;null
143228;745;2024;Calippo;Slapen;Camping/camperpark;Xandrion
143262;1380;2025;Calippo;Slapen;Camping/camperpark;Xandrion
143491;108;2023;Cornetto;Slapen;Camping/camperpark;null
143735;292;2024;Cornetto;Eten;Fast food - snacks & frites;Sligro - Big Snack
143774;1824;2024;Calippo;null;null;null
143774;1274;2025;Heart;null;null;null
143778;17;2024;Heart RMFK;Slapen;Bungalow-/vakantiepark;Xandrion
143779;806;2023;Heart;Slapen;Camping/camperpark;Xandrion
143779;2062;2024;Ben & Jerry's;Slapen;Camping/camperpark;Xandrion
143787;85;2023;Heart;Eten;Restaurant - social dining;null
143958;872;2023;Heart;Zorgen;Ziekenhuis;Vermaat Groep
144364;2419;2025;Heart;Slapen;Bungalow-/vakantiepark;Xandrion
144501;106;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;Sligro - Big Snack
144512;85;2025;Calippo;Reizen;Benzinestation;Gemaq
144903;2213;2023;Cornetto;Zorgen;Ziekenhuis;Vermaat Groep
145289;3347;2024;Magnum;Slapen;Camping/camperpark;Xandrion
145302;118;2025;Ben & Jerry's;Slapen;Bungalow-/vakantiepark;Xandrion
145450;168;2023;Calippo;Reizen;Benzinestation;Gemaq
145470;2995;2023;Cornetto;Slapen;Camping/camperpark;Xandrion
145470;1183;2023;Heart;Slapen;Camping/camperpark;Xandrion
145485;28;2023;Calippo;Slapen;Camping/camperpark;null
145670;79;2024;Heart RMFK;Reizen;Benzinestation;Gemaq
145892;460;2024;Heart;Sporten;Voetbal;null
146030;62;2024;Heart RMFK;Reizen;Benzinestation;Shell
146032;239;2024;Heart RMFK;Slapen;Camping/camperpark;Xandrion
146235;34;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
146459;141;2023;Calippo;Reizen;Benzinestation;Gemaq
147104;177;2023;Heart;Slapen;Camping/camperpark;Xandrion
147302;5381;2025;Carte d'Or;Reizen;Rondvaart-/cruise-/tourbusmaatschappij;null
147719;276;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
147829;151;2023;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
148076;1476;2025;Ben & Jerry's;Slapen;Bungalow-/vakantiepark;Xandrion
148114;2945;2024;Magnum;Slapen;Camping/camperpark;Xandrion
148114;68;2024;Heart RMFK;Slapen;Camping/camperpark;Xandrion
148326;280;2025;Calippo;Slapen;Hotel/motel;Procent (lid Horecapact, HPG)
148439;124;2023;Viennetta;Zorgen;Bejaardentehuis/verpleeghuis;null
149145;1406;2023;Ben & Jerry's;Slapen;Camping/camperpark;Xandrion
149452;206;2024;Magnum;Eten;Fast food - snacks & frites;Snackpoint
149635;57;2023;Calippo;Eten;Fast food - snacks & frites;null
149635;28;2024;Calippo;Eten;Fast food - snacks & frites;null
149716;6375;2024;Carte d'Or;Slapen;Camping/camperpark;Xandrion
149950;297;2023;Ben & Jerry's;Reizen;Benzinestation;Texaco
150165;56;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
150701;50;2023;Viennetta;Zorgen;Bejaardentehuis/verpleeghuis;null
150804;996;2025;Ben & Jerry's;Slapen;Hotel/motel;Xandrion
151031;1078;2025;Heart;Slapen;Camping/camperpark;Xandrion
151113;1070;2025;Calippo;Eten;Restaurant - social dining;Xandrion
151115;28;2023;Calippo;Evenementen;Party-/zalencentrum/conferentieoord;null
151213;3056;2023;Carte d'Or;Eten;Restaurant - social dining;null
151587;304;2025;Calippo;null;null;null
151611;1215;2024;Heart;Sporten;Zwembad;null
151848;14648;2024;Cornetto;Leisure;Dierentuin;Libéma
152000;802;2023;Heart;Sporten;Zwembad;Sportfondsen
152083;59;2025;Ben & Jerry's;Cateraars;Cateraar;Horecapact (HPG)
152208;160;2023;Magnum;Werken;Overheid;Compass
152431;55;2024;Calippo;Slapen;Camping/camperpark;Xandrion
152714;113;2025;Calippo;Eten;Restaurant - fast casual;VEP
152724;26;2024;Heart;Eten;Restaurant - fast casual;VEP
153382;26;2023;Heart;Sporten;Tennis/squash/padel;null
153562;104;2025;Viennetta;Leisure;Sociaal-/cultureel centrum;null
153735;251;2024;Heart;null;null;null
154099;17;2024;Heart RMFK;Zorgen;Bejaardentehuis/verpleeghuis;null
154107;507;2025;Calippo;Sporten;Sporthal/-complex;Sportfondsen
154119;17;2024;Heart RMFK;Evenementen;Party-/zalencentrum/conferentieoord;null
154170;57;2023;Ben & Jerry's;Reizen;Benzinestation;Gemaq
154170;58;2024;Ben & Jerry's;Reizen;Benzinestation;Gemaq
154182;37;2023;Ben & Jerry's;Slapen;Camping/camperpark;null
154212;118;2024;Heart;Eten;Restaurant - fast casual;Xandrion
154236;3582;2024;Ben & Jerry's;Leisure;Speeltuin/-hal;null
154236;3348;2024;Calippo;Leisure;Speeltuin/-hal;null
154244;1200;2024;Carte d'Or;Grossiers;Grossier - food/drinks;null
154244;4920;2024;Heart RMFK;Grossiers;Grossier - food/drinks;null
154262;63;2023;Heart;Slapen;Camping/camperpark;null
154262;55;2025;Calippo;Slapen;Camping/camperpark;null
154264;139;2025;Calippo;Slapen;Camping/camperpark;Xandrion
154333;98;2025;Ben & Jerry's;Reizen;Benzinestation;Gemaq
154437;113;2023;Calippo;Reizen;Benzinestation;Gemaq
154755;197;2023;Magnum;Eten;Fast food - pizza;null
154779;136;2024;Ben & Jerry's;Slapen;Camping/camperpark;null
154779;83;2025;Calippo;Slapen;Camping/camperpark;null
155133;83;2023;Calippo;Slapen;Hotel/motel;null
155232;218;2024;Cornetto;null;null;null
155232;39;2025;Ben & Jerry's;null;null;null
155817;28;2025;Calippo;Eten;Restaurant - social dining;null
156339;143;2023;Cornetto;Eten;Fast food - pizza;null
156339;20;2024;Ben & Jerry's;Eten;Fast food - pizza;null
156436;120;2023;Magnum;Eten;Restaurant - social dining;null
157306;20;2025;Ben & Jerry's;Eten;Restaurant - fast casual;null
157333;157;2024;Ben & Jerry's;Eten;Fast food - pizza;null
157541;75;2023;Ben & Jerry's;Eten;Fast food - pizza;null
157941;84;2025;Calippo;Slapen;Camping/camperpark;Xandrion
157967;293;2024;Heart RMFK;null;null;null
157996;118;2023;Heart;Eten;Fast food - snacks & frites;null
158070;59;2023;Heart;Eten;Fast food - snacks & frites;null
158413;112;2023;Calippo;Zorgen;Zorglocatie;null
159167;195;2023;Calippo;Sporten;Zwembad;Optisport
159167;389;2023;Ben & Jerry's;Sporten;Zwembad;Optisport
159167;553;2024;Cornetto;Sporten;Zwembad;Optisport
159636;52;2023;Heart;null;null;null
159811;1791;2025;Ben & Jerry's;Sporten;Zwembad;Sportfondsen
161343;80;2023;Magnum;null;null;null
161735;28;2024;Calippo;Eten;Fast food - snacks & frites;null
162007;531;2025;Heart;Werken;Producent;Compass
162221;741;2023;Heart;Slapen;Camping/camperpark;Xandrion
162809;57;2023;Ben & Jerry's;Sporten;Zwembad;null
162895;115;2023;Calippo;Sporten;Tennis/squash/padel;null
162912;279;2024;Cornetto;Slapen;Camping/camperpark;null
162912;62;2024;Heart RMFK;Slapen;Camping/camperpark;null
163295;210;2023;Heart;Evenementen;Party-/zalencentrum/conferentieoord;null
163295;92;2024;Heart;Evenementen;Party-/zalencentrum/conferentieoord;null
163295;126;2025;Heart;Evenementen;Party-/zalencentrum/conferentieoord;null
164262;57;2023;Calippo;Sporten;Tennis/squash/padel;null
164760;132;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
165231;2352;2024;Magnum;Eten;Restaurant - fast casual;Procent (lid Horecapact, HPG)
165898;138;2024;Ben & Jerry's;Eten;Fast food - shoarma/kebab;null
167173;118;2025;Ben & Jerry's;Evenementen;Party-/zalencentrum/conferentieoord;null
168387;109;2023;Cornetto;Sporten;Tennis/squash/padel;null
168494;122;2024;Heart;Werken;Dienstverlener;Sodexo
168573;55;2025;Calippo;Slapen;Camping/camperpark;null
169152;157;2025;Ben & Jerry's;Eten;Lunch/broodjes;null
169196;524;2024;Calippo;null;null;null
169196;1417;2024;Ben & Jerry's;null;null;null
169480;396;2023;Cornetto;Slapen;Camping/camperpark;null
169711;80;2023;Magnum;Eten;Restaurant - social dining;Horeca Pact Groep
169768;20;2024;Ben & Jerry's;Slapen;Camping/camperpark;null
169905;28;2025;Calippo;null;null;null
170305;125;2023;Heart;Werken;Producent;null
170530;59;2025;Heart;Drinken;Bar/café;null
172161;888;2023;Magnum;Sporten;Sporthal/-complex;Laco
172614;55;2025;Calippo;Werken;Producent;null
173001;706;2025;Calippo;Werken;Producent;null
173599;1237;2025;Calippo;Sporten;Sporthal/-complex;null
173880;28;2025;Calippo;Eten;Fast food - snacks & frites;null
174912;121;2023;Magnum;Slapen;Camping/camperpark;null
175469;144;2023;Cornetto;null;null;null
177869;28;2023;Calippo;Slapen;Camping/camperpark;null
178088;113;2023;Ben & Jerry's;Slapen;Camping/camperpark;null
178162;79;2025;Ben & Jerry's;Sporten;Voetbal;null
178436;239;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
178913;353;2024;Heart;Sporten;Sporthal/-complex;Sportfondsen
178913;756;2025;Heart;Sporten;Sporthal/-complex;Sportfondsen
179107;359;2023;Calippo;Sporten;Zwembad;Optisport
179107;169;2025;Heart RMFK;Sporten;Zwembad;Optisport
179280;1039;2023;Magnum;Sporten;Zwembad;Sportfondsen
179282;3578;2024;Heart;Sporten;Zwembad;Optisport
179283;728;2023;Cornetto;Sporten;Zwembad;Optisport
179393;37;2023;Cornetto;Eten;Fast food - snacks & frites;null
179428;304;2023;Calippo;Slapen;Camping/camperpark;Xandrion
179428;1703;2024;Magnum;Slapen;Camping/camperpark;Xandrion
179518;135;2023;Ben & Jerry's;Sporten;Atletiek;null
179751;63;2023;Heart;Werken;Overheid;Paresto
179897;1929;2025;Ben & Jerry's;Leisure;Bioscoop;Pathé
180490;365;2023;Calippo;Sporten;Zwembad;Xandrion
180697;57;2023;Calippo;Eten;Fast food - snacks & frites;null
180697;78;2025;Heart;Eten;Fast food - snacks & frites;null
180773;118;2024;Heart;Evenementen;Party-/zalencentrum/conferentieoord;Xandrion
180775;28;2025;Calippo;Drinken;Bar/café;null
180777;28;2023;Calippo;Reizen;Benzinestation;Gemaq
180849;188;2023;Ben & Jerry's;Not supported;Not supported - leisure;null
180849;1289;2025;Ben & Jerry's;Not supported;Not supported - leisure;null
181264;55;2023;Calippo;Reizen;Benzinestation;CRS
181490;138;2025;Calippo;Cateraars;Cateraar;null
182166;2223;2023;Ben & Jerry's;Slapen;Camping/camperpark;Xandrion
182166;1332;2025;Ben & Jerry's;Slapen;Camping/camperpark;Xandrion
182234;1485;2025;Heart;Sporten;Zwembad;Optisport
182261;310;2025;Calippo;Reizen;Benzinestation;Gemaq
182358;1851;2025;Ben & Jerry's;Leisure;Bioscoop;Pathé
182963;55;2024;Calippo;Werken;Militaire kazerne;Paresto
183180;55;2024;Calippo;Werken;Dienstverlener;Compass
183551;59;2025;Ben & Jerry's;Sporten;Sportlocatie;null
183659;1260;2025;Ben & Jerry's;Sporten;Zwembad;Xandrion
183955;113;2023;Calippo;Sporten;Zwembad;Laco
183955;45;2025;Heart RMFK;Sporten;Zwembad;Laco
183969;174;2025;Heart RMFK;Sporten;Zwembad;Sportfondsen
184032;26;2025;Heart;Werken;Overheid;Albron
184103;276;2023;Heart;Werken;Dienstverlener;Prorest Catering
184214;81;2024;Heart;Leren;Beroepsonderwijs;null
185826;3234;2023;Heart;Sporten;Sporthal/-complex;null
185826;872;2025;Heart RMFK;Sporten;Sporthal/-complex;null
186850;34;2025;Heart RMFK;Leisure;Museum;null
186875;1160;2025;Ben & Jerry's;Sporten;Zwembad;Optisport
186935;3422;2025;Calippo;Slapen;Bungalow-/vakantiepark;Center Parcs
187040;1019;2024;Magnum;Reizen;Benzinestation;Gemaq
187183;256;2024;Calippo;null;null;null
187183;361;2025;Calippo;null;null;null
187569;20;2025;Ben & Jerry's;Reizen;Benzinestation;Gemaq
187627;654;2023;Cornetto;Sporten;Zwembad;Sportfondsen
187637;83;2025;Calippo;Werken;Dienstverlener;null
187757;210;2023;Heart;Zorgen;Zorglocatie met maaltijdverstrekking;null
187914;28;2023;Calippo;null;null;null
188316;197;2024;Ben & Jerry's;Sporten;Zwembad;Xandrion
188316;110;2024;Calippo;Sporten;Zwembad;Xandrion
189135;388;2023;Heart;null;null;null
189187;112;2023;Ben & Jerry's;Not supported;Not supported - reizen;null
189187;288;2023;Cornetto;Not supported;Not supported - reizen;null
189235;250;2025;Calippo;Grossiers;Distributiecentrum;null
189314;443;2024;Cornetto;Eten;Fast food - snacks & frites;null
189321;208;2024;Heart RMFK;Sporten;Zwembad;Sportfondsen
189375;34;2024;Heart RMFK;Sporten;Tennis/squash/padel;null
189567;59;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
189725;315;2024;Ben & Jerry's;null;null;null
189808;257;2023;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
190065;883;2023;Magnum;null;null;null
192565;524;2023;Heart;null;null;null
193145;28;2025;Calippo;Sporten;Tennis/squash/padel;null
194359;14347;2024;Calippo;Leisure;Dierentuin;Vermaat Groep
194536;280;2023;Magnum;Werken;Producent;null
196412;102;2024;Heart RMFK;Leisure;Minigolf;null
196417;1007;2024;Heart;Leisure;Minigolf;null
196543;254;2024;Calippo;Sporten;Zwembad;Optisport
196713;1076;2023;Calippo;Eten;Restaurant - fast casual;null
196713;377;2024;Heart RMFK;Eten;Restaurant - fast casual;null
196723;5316;2023;Ben & Jerry's;Sporten;Zwembad;null
196984;493;2025;Heart;Sporten;Voetbal;null
198191;271;2025;Ben & Jerry's;Werken;Dienstverlener;null
199261;727;2023;Heart;Sporten;Hockey;null
202981;543;2025;Heart;Eten;Lunch/broodjes;null
203293;153;2025;Heart RMFK;Not supported;Not supported - leren;Optisport
203341;366;2025;Calippo;Sporten;Sporthal/-complex;null
203907;2495;2023;Cornetto;Reizen;Benzinestation;Splinter
206101;56;2025;Calippo;Werken;Producent;null
206347;366;2023;Calippo;null;null;null
206738;559;2023;Magnum;Sporten;Sporthal/-complex;null
206738;277;2024;Heart;Sporten;Sporthal/-complex;null
208483;113;2023;Calippo;Sporten;Voetbal;null
208832;320;2023;Magnum;Leisure;Sauna/thermen;Xandrion
211569;225;2025;Calippo;Werken;Hoofdkantoor;null
212103;129;2025;Heart;Werken;Dienstverlener;null
214175;235;2023;Heart;Werken;Dienstverlener;null
